bigrams1,bigrams2,problaility
tommcfly,tired,0.001
tommcfly,show,0.001
tommcfly,well,0.001
tommcfly,goodninght,0.001
sandrarzo1,haha,0.001
sandrarzo1,ok,0.001
sandrarzo1,ill,0.001
sandrarzo1,let,0.001
sandrarzo1,know,0.001
sandrarzo1,head,0.001
renu19,brand,0.001
renu19,coffee,0.001
renu19,<,0.001
renu19,please,0.001
renu19,send,0.001
renu19,need,0.001
renu19,badly,0.001
quoti,know,0.001
quoti,youre,0.001
quoti,still,0.001
quoti,feel,0.001
quoti,alonequot,0.001
jenifel,aww,0.001
jenifel,yes,0.001
jenifel,itsneet,0.001
jenifel,good,0.001
jenifel,updating,0.001
jenifel,u,0.001
jenifel,missed,0.001
jenifel,tweets,0.001
mmitchelldaviss,amazing,0.001
mmitchelldaviss,love,0.001
mmitchelldaviss,little,0.001
mmitchelldaviss,show,0.001
mmitchelldaviss,whats,0.001
mmitchelldaviss,ellen,0.001
aww,iamdiddy,0.001
aww,whats,0.001
aww,wrong,0.001
aww,smile,0.001
aww,god,0.001
aww,bless,0.001
aww,xoxo,0.001
tanisharenee08,im,0.001
tanisharenee08,proud,0.001
tanisharenee08,u,0.001
gave,friend,0.001
gave,excellent,0.001
gave,advice,0.001
gave,<,0.001
gave,laughs,0.001
quotjust,boy,0.001
quotjust,<,0.001
quotjust,trying,0.001
quotjust,change,0.001
quotjust,life,0.001
quotjust,betterquot,0.001
quotjust,bring,0.001
much,happier,0.001
much,rain,0.001
much,sun,0.001
much,dun,0.001
much,like,0.001
much,thunder,0.001
im,idiot,0.001
im,totally,0.001
im,forgot,0.001
im,tape,0.001
im,harpers,0.001
im,island,0.001
im,night,0.001
sleepinq,bitches,0.001
sleepinq,missinq,0.001
sleepinq,honey,0.001
sleepinq,bun,0.001
sleepinq,munchkin,0.001
sleepinq,butt,0.001
sleepinq,o529o9,0.001
sleepinq,<,0.001
zayman3,dont,0.001
zayman3,think,0.001
zayman3,believe,0.001
zayman3,<,0.001
zayman3,never,0.001
zayman3,used,0.001
blevisthename,tests,0.001
blevisthename,<,0.001
blevisthename,r,0.001
blevisthename,u,0.001
blevisthename,okay,0.001
onihdiwb,alivia,0.001
onihdiwb,wrote,0.001
onihdiwb,lol,0.001
zaga,like,0.001
zaga,read,0.001
zaga,really,0.001
zaga,awesome,0.001
zaga,<,0.001
zaga,get,0.001
zaga,one,0.001
zaga,contact,0.001
dkris,hello,0.001
dkris,<,0.001
dkris,back,0.001
dkris,twitter,0.001
dkris,senior,0.001
found,van,0.001
found,sent,0.001
found,dealer,0.001
found,hope,0.001
found,get,0.001
found,back,0.001
found,week,0.001
found,odyssey,0.001
ks,dust,0.001
ks,gone,0.001
ks,la,0.001
ks,cruz,0.001
ks,<,0.001
ks,flint,0.001
ks,hills,0.001
ks,killed,0.001
ks,2nd,0.001
ks,tire,0.001
ks,bike,0.001
melting,pot,0.001
melting,<,0.001
melting,happy,0.001
melting,hour,0.001
melting,yumm,0.001
melting,hope,0.001
melting,dont,0.001
melting,get,0.001
melting,bad,0.001
melting,gas,0.001
melting,cheese,0.001
melting,n,0.001
melting,beer,0.001
melting,lol,0.001
monday,blues,0.001
superuber7,ps,0.001
superuber7,cowbell,0.001
superuber7,stayed,0.001
superuber7,bag,0.001
superuber7,whole,0.001
superuber7,bonnaroo,0.001
superuber7,<,0.001
superuber7,fail,0.001
allenbenjamin,<,0.001
allenbenjamin,gon,0.001
allenbenjamin,na,0.001
allenbenjamin,around,0.001
allenbenjamin,summer,0.001
allenbenjamin,ill,0.001
allenbenjamin,let,0.001
allenbenjamin,ya,0.001
allenbenjamin,try,0.001
radioplay,http//twitpic,0.001
radioplay,<,0.001
radioplay,com/6g0m7,0.001
radioplay,yay,0.001
radioplay,41,0.001
radioplay,fave,0.001
radioplay,â¥,0.001
radioplay,dmb,0.001
ok,dont,0.001
ok,wan,0.001
ok,na,0.001
ok,traitor,0.001
ok,humanity,0.001
ok,anything,0.001
ok,whole,0.001
ok,isnt,0.001
ok,liking,0.001
ok,heat,0.001
ok,â¼,0.001
ashdonaldson,ill,0.001
ashdonaldson,look,0.001
ashdonaldson,plonk,0.001
ashdonaldson,opp,0.001
ashdonaldson,im,0.001
ashdonaldson,hoping,0.001
ashdonaldson,sophystar,0.001
ashdonaldson,nice,0.001
ashdonaldson,spare,0.001
ashdonaldson,room,0.001
ashdonaldson,cumberland,0.001
ashdonaldson,need,0.001
huwstephens,mne,0.001
huwstephens,<,0.001
huwstephens,twitter,0.001
huwstephens,useful,0.001
sebday,sebday,0.001
baby,got,0.001
baby,back,0.001
stiiilllll,ill,0.001
someone,broke,0.001
someone,car,0.001
someone,last,0.001
someone,night,0.001
someone,side,0.001
someone,window,0.001
keeps,us,0.001
keeps,fair,0.001
mahogany85,would,0.001
mahogany85,feel,0.001
mahogany85,asleep,0.001
another,late,0.001
another,night,0.001
another,time,0.001
another,researching,0.001
another,dissertation,0.001
another,topics,0.001
another,dont,0.001
another,think,0.001
another,ill,0.001
another,one,0.001
another,friday,0.001
dexterouslady,next,0.001
dexterouslady,best,0.001
dexterouslady,thing,0.001
dexterouslady,bored,0.001
dexterouslady,able,0.001
dexterouslady,share,0.001
dexterouslady,people,0.001
dexterouslady,twitter,0.001
dexterouslady,<,0.001
time,head,0.001
time,back,0.001
time,home,0.001
time,business,0.001
time,done,0.001
gutted,prison,0.001
gutted,break,0.001
gutted,ending,0.001
sad,playlists,0.001
sad,dont,0.001
sad,fit,0.001
sad,needed,0.001
sad,new,0.001
sad,ipod,0.001
sad,longest,0.001
sad,one,0.001
sad,actually,0.001
sad,holds,0.001
sad,songs,0.001
going,toni,0.001
twitpic,comes,0.001
twitpic,handy,0.001
twitpic,<,0.001
hahaha,love,0.001
hahaha,quotthe,0.001
hahaha,soupquot,0.001
hahaha,great,0.001
dude,ya,0.001
dude,cant,0.001
dude,ur,0.001
dude,money,0.001
dude,back,0.001
dude,<,0.001
dude,ticket,0.001
dude,even,0.001
dude,sell,0.001
dude,ill,0.001
dude,send,0.001
dude,im,0.001
dude,gutted,0.001
dude,go,0.001
im,dog,0.001
im,yogi,0.001
im,liitle,0.001
im,walk,0.001
im,sunbath,0.001
im,garden,0.001
im,till,0.001
im,4pm,0.001
im,al,0.001
im,planned,0.001
looks,someone,0.001
looks,case,0.001
looks,mondays,0.001
looks,back,0.001
looks,work,0.001
dekkerd509,haha,0.001
dekkerd509,maybe,0.001
dekkerd509,fabulous,0.001
dekkerd509,<,0.001
serious,<,0.001
serious,hahahaaa,0.001
get,http//www,0.001
get,modelhomeproject,0.001
get,com/,0.001
get,big,0.001
get,things,0.001
get,coming,0.001
get,missing,0.001
get,tweeps,0.001
get,come,0.001
get,stay,0.001
get,posted,0.001
cant,daily,0.001
cant,show,0.001
cant,tonight,0.001
steveplunkett,hey,0.001
steveplunkett,need,0.001
steveplunkett,car,0.001
steveplunkett,<,0.001
steveplunkett,ill,0.001
steveplunkett,dm,0.001
steveplunkett,address,0.001
saschaillyvich,guess,0.001
saschaillyvich,means,0.001
saschaillyvich,didnt,0.001
saschaillyvich,betaread,0.001
saschaillyvich,either,0.001
saschaillyvich,stories,0.001
saschaillyvich,huh,0.001
saschaillyvich,<,0.001
everyone,nampn,0.001
everyone,lovely,0.001
everyone,dont,0.001
everyone,doctors,0.001
everyone,ever,0.001
everyone,look,0.001
everyone,like,0.001
everyone,telly,0.001
love,music,0.001
love,much,0.001
love,ive,0.001
love,gone,0.001
love,pain,0.001
love,sides,0.001
love,fingers,0.001
love,peeling,0.001
love,blisters,0.001
love,playing,0.001
themacgirl,place,0.001
themacgirl,like,0.001
themacgirl,<,0.001
themacgirl,sing,0.001
themacgirl,old,0.001
themacgirl,ky,0.001
themacgirl,home,0.001
themacgirl,feel,0.001
themacgirl,better,0.001
flight,back,0.001
flight,ny,0.001
flight,tonight,0.001
flight,aka,0.001
flight,flight,0.001
flight,work,0.001
flight,<,0.001
flight,best,0.001
flight,vacation,0.001
flight,far,0.001
bank,<,0.001
bank,woo,0.001
bank,love,0.001
bank,working,0.001
bank,friday,0.001
bank,nights,0.001
bank,workign,0.001
bank,morning,0.001
omgits,holidays,0.001
omgits,<,0.001
omgits,im,0.001
omgits,already,0.001
omgits,missin,0.001
omgits,u,0.001
omgits,guys,0.001
omgits,hugs,0.001
carmaki,missed,0.001
carmaki,zombie,0.001
carmaki,walk,0.001
carmaki,<,0.001
carmaki,always,0.001
carmaki,next,0.001
carmaki,year,0.001
carmaki,though,0.001
carmaki,right,0.001
happy,motherstobe,0.001
happy,mom,0.001
happy,getting,0.001
happy,special,0.001
happy,gift,0.001
heart,sad,0.001
heart,rob,0.001
pure,soft,0.001
pure,<,0.001
pure,http//blip,0.001
pure,fm/6st7k,0.001
themovies,<,0.001
themovies,hope,0.001
themovies,really,0.001
themovies,cut,0.001
themovies,guy,0.001
themovies,sits,0.001
hccmorrisville,vegas,0.001
hccmorrisville,mens,0.001
hccmorrisville,retreat,0.001
hccmorrisville,<,0.001
hccmorrisville,great,0.001
hccmorrisville,idea,0.001
dreads,going,0.001
dreads,back,0.001
dreads,sch,0.001
dreads,next,0.001
dreads,wk,0.001
dreads,<,0.001
dreads,long,0.001
dreads,days,0.001
dreads,ahead,0.001
dreads,85,0.001
dreads,daily,0.001
catrocketship,ball,0.001
catrocketship,chain,0.001
catrocketship,<,0.001
catrocketship,shrew,0.001
catrocketship,partner,0.001
catrocketship,governor,0.001
catrocketship,apply,0.001
lisaherrity,fan,0.001
lisaherrity,feffing,0.001
lisaherrity,tastic,0.001
lisaherrity,<,0.001
lisaherrity,amazing,0.001
lisaherrity,show,0.001
lisaherrity,full,0.001
lisaherrity,circus,0.001
lisaherrity,acts,0.001
lisaherrity,well,0.001
lisaherrity,pics,0.001
lisaherrity,follow,0.001
lisaherrity,fb,0.001
lisaherrity,vids,0.001
lisaherrity,ye,0.001
lisaherrity,old,0.001
lisaherrity,youtube,0.001
hope,dot,0.001
hope,die,0.001
hope,eastenders,0.001
almost,50,0.001
almost,followers,0.001
almost,<,0.001
almost,two,0.001
almost,twiparty,0.001
hayfever,sufferers,0.001
hayfever,feel,0.001
hayfever,pain,0.001
hayfever,today,0.001
hayfever,good,0.001
hayfever,day,0.001
hayfever,us,0.001
hayfever,lol,0.001
spilled,mampms,0.001
spilled,everywhere,0.001
julion,lost,0.001
julion,title,0.001
julion,<,0.001
julion,poophead,0.001
misspear,hear,0.001
misspear,ya,0.001
misspear,<,0.001
misspear,cant,0.001
misspear,sleep,0.001
misspear,either,0.001
misspear,fucking,0.001
misspear,sun,0.001
lucyjoy,unreal,0.001
lucyjoy,<,0.001
lucyjoy,haha,0.001
lucyjoy,would,0.001
lucyjoy,love,0.001
lucyjoy,definately,0.001
lucyjoy,go,0.001
lucyjoy,vixens,0.001
offiicially,broke,0.001
mazziez,easy,0.001
workin,election,0.001
workin,driving,0.001
workin,round,0.001
workin,checking,0.001
workin,judges,0.001
workin,eqip,0.001
workin,sick,0.001
workin,much,0.001
workin,fun,0.001
workin,healthy,0.001
dragonflylsu,yay,0.001
dragonflylsu,payday,0.001
dragonflylsu,<,0.001
dragonflylsu,looking,0.001
dragonflylsu,sushi,0.001
dragonflylsu,menu,0.001
dragonflylsu,dinner,0.001
dragonflylsu,way,0.001
dragonflylsu,home,0.001
jasminepie,jazzyyyyyy,0.001
jasminepie,<,0.001
jasminepie,miss,0.001
jasminepie,xox,0.001
already,used,0.001
already,mybbworld,0.001
already,make,0.001
already,bbworld09,0.001
already,itinerary,0.001
already,<,0.001
already,check,0.001
already,lots,0.001
already,updates,0.001
already,week,0.001
already,always,0.001
already,happens,0.001
already,month,0.001
already,event,0.001
markhundley,dclew2,0.001
markhundley,toddbrink,0.001
markhundley,morning,0.001
markhundley,<,0.001
markhundley,glad,0.001
markhundley,yall,0.001
markhundley,well,0.001
markhundley,think,0.001
markhundley,fun,0.001
markhundley,news,0.001
markhundley,next,0.001
markhundley,quottweetquot,0.001
thelindalam,<,0.001
thelindalam,emails,0.001
thelindalam,used,0.001
thelindalam,schoolwork,0.001
thelindalam,personal,0.001
thelindalam,info,0.001
thelindalam,stuff,0.001
thelindalam,use,0.001
thelindalam,myspace,0.001
thelindalam,facebook,0.001
rolando,haha,0.001
rolando,gatorade,0.001
rolando,sounds,0.001
rolando,good,0.001
rolando,right,0.001
rolando,<,0.001
rolando,serve,0.001
rolando,gym,0.001
rolando,pe,0.001
rolando,dont,0.001
rolando,today,0.001
freakgoddess,achcha,0.001
freakgoddess,u,0.001
freakgoddess,saw,0.001
freakgoddess,movie,0.001
freakgoddess,<,0.001
freakgoddess,hows,0.001
freakgoddess,remember,0.001
freakgoddess,delving,0.001
freakgoddess,religious,0.001
freakgoddess,reading,0.001
freakgoddess,vinci,0.001
freakgoddess,code,0.001
freakgoddess,lots,0.001
freakgoddess,learn,0.001
interesting,article,0.001
interesting,amp,0.001
interesting,links,0.001
interesting,christianpf,0.001
interesting,make,0.001
interesting,money,0.001
interesting,blog,0.001
interesting,http//bit,0.001
interesting,<,0.001
interesting,ly/7l9s1,0.001
sleep,law,0.001
sleep,readings,0.001
sleep,tom,0.001
sleep,econ,0.001
sleep,attending,0.001
sleep,wedding,0.001
sleep,anniv,0.001
sleep,celebrations,0.001
inaperfectworld,everything,0.001
inaperfectworld,would,0.001
inaperfectworld,awesome,0.001
inaperfectworld,people,0.001
inaperfectworld,wouldnt,0.001
inaperfectworld,mean,0.001
inaperfectworld,freaks,0.001
inaperfectworld,<,0.001
found,new,0.001
found,wasabi,0.001
found,pea,0.001
found,pusher,0.001
found,habit,0.001
found,big,0.001
found,bags,0.001
new,computer,0.001
got,haircut,0.001
iamrockpit,oh,0.001
iamrockpit,sorry,0.001
back,need,0.001
back,massage,0.001
sos,jonas,0.001
sos,brothers,0.001
sos,<,0.001
sos,old,0.001
sos,song,0.001
sos,great,0.001
reiko,left,0.001
reiko,shes,0.001
reiko,back,0.001
reiko,saturday,0.001
reiko,<,0.001
reiko,miss,0.001
reiko,youu,0.001
reiko,best,0.001
davidgallant,let,0.001
davidgallant,see,0.001
davidgallant,get,0.001
davidgallant,<,0.001
aah,frack,0.001
aah,lost,0.001
aah,rubber,0.001
aah,tips,0.001
aah,headfones,0.001
aah,commute,0.001
aah,gon,0.001
aah,na,0.001
aah,suck,0.001
time,work,0.001
assante,lovedwoman,0.001
assante,amp,0.001
assante,indiashawn,0.001
assante,feel,0.001
assante,left,0.001
assante,<,0.001
assante,good,0.001
assante,ole,0.001
assante,noidehea,0.001
assante,gon,0.001
assante,na,0.001
assante,get,0.001
assante,dat,0.001
assante,ass,0.001
assante,beat,0.001
assante,dis,0.001
assante,train,0.001
stanmorerob,well,0.001
stanmorerob,done,0.001
stanmorerob,<,0.001
stanmorerob,easy,0.001
stanmorerob,thing,0.001
stanmorerob,get,0.001
stanmorerob,easier,0.001
stanmorerob,maybe,0.001
stanmorerob,tension,0.001
stanmorerob,eurovision,0.001
troymcdonald,dont,0.001
troymcdonald,newsletter,0.001
troymcdonald,yet,0.001
troymcdonald,maybe,0.001
troymcdonald,future,0.001
troymcdonald,<,0.001
troymcdonald,shall,0.001
troymcdonald,keep,0.001
troymcdonald,mind,0.001
johncmayer,polyester,0.001
johncmayer,protester,0.001
johncmayer,quester,0.001
johncmayer,semester,0.001
johncmayer,sequester,0.001
johncmayer,<,0.001
johncmayer,hope,0.001
johncmayer,helps,0.001
livintherezlife,hey,0.001
livintherezlife,<,0.001
livintherezlife,im,0.001
livintherezlife,showin,0.001
livintherezlife,ya,0.001
livintherezlife,luv,0.001
crypticzinc,already,0.001
crypticzinc,irc,0.001
crypticzinc,gamesurge,0.001
crypticzinc,<,0.001
crypticzinc,lol,0.001
crypticzinc,poke,0.001
crypticzinc,ur,0.001
crypticzinc,head,0.001
crypticzinc,time,0.001
chriscornell,thanks,0.001
chriscornell,much,0.001
chriscornell,concert,0.001
chriscornell,bochum,0.001
chriscornell,<,0.001
chriscornell,shook,0.001
chriscornell,hand,0.001
chriscornell,twice,0.001
chriscornell,amp,0.001
chriscornell,pointed,0.001
chriscornell,knew,0.001
chriscornell,recognized,0.001
chriscornell,lt3,0.001
omg,feel,0.001
omg,lonely,0.001
nancyleegrahn,good,0.001
nancyleegrahn,answers,0.001
nancyleegrahn,thanks,0.001
nancyleegrahn,taking,0.001
nancyleegrahn,time,0.001
nancyleegrahn,answer,0.001
nancyleegrahn,questions,0.001
nancyleegrahn,think,0.001
nancyleegrahn,rocks,0.001
nancyleegrahn,<,0.001
nancyleegrahn,enjoy,0.001
nancyleegrahn,jack,0.001
veinsworld,thanks,0.001
veinsworld,following,0.001
veinsworld,<,0.001
paddypower,giving,0.001
paddypower,odds,0.001
paddypower,50/1,0.001
paddypower,election,0.001
paddypower,end,0.001
paddypower,june,0.001
paddypower,<,0.001
paddypower,looking,0.001
paddypower,like,0.001
paddypower,good,0.001
paddypower,bet,0.001
another,thing,0.001
another,sleepover,0.001
another,soon,0.001
another,sure,0.001
another,give,0.001
another,us,0.001
another,ideas,0.001
another,cuz,0.001
another,love,0.001
another,fun,0.001
kingfoe,failed,0.001
kingfoe,body,0.001
kingfoe,guard,0.001
kingfoe,im,0.001
kingfoe,sorry,0.001
kingfoe,great,0.001
kingfoe,<,0.001
kingfoe,thanks,0.001
kingfoe,buddy,0.001
going,gran,0.001
going,canaria,0.001
going,tomorow,0.001
going,due,0.001
going,repeat,0.001
going,exam,0.001
going,bad,0.001
going,times,0.001
going,lol,0.001
mikemoseng,hahaha,0.001
mikemoseng,<,0.001
mikemoseng,occasionally,0.001
mikemoseng,computer,0.001
mikemoseng,types,0.001
mikemoseng,backwards,0.001
mikemoseng,reason,0.001
mikemoseng,baffling,0.001
ughhh,<,0.001
ughhh,twiril,0.001
ughhh,nothing,0.001
ughhh,compared,0.001
ughhh,tweetdeck,0.001
ughhh,least,0.001
ughhh,doesnt,0.001
ughhh,shut,0.001
ughhh,like,0.001
ughhh,eh,0.001
ughhh,fun,0.001
ughhh,weekend,0.001
ughhh,goodnight,0.001
going,another,0.001
going,fatty,0.001
going,hopefully,0.001
going,ill,0.001
going,cali,0.001
going,8,0.001
going,days,0.001
going,hes,0.001
going,upset,0.001
didnt,read,0.001
didnt,cuz,0.001
didnt,felt,0.001
didnt,yucky,0.001
didnt,yogut,0.001
didnt,made,0.001
didnt,damn,0.001
didnt,teeth,0.001
didnt,eat,0.001
kelownagurl,course,0.001
kelownagurl,teasing,0.001
herbonestrcture,meet,0.001
herbonestrcture,soon,0.001
herbonestrcture,ok,0.001
herbonestrcture,<,0.001
herbonestrcture,talk,0.001
herbonestrcture,stuff,0.001
herbonestrcture,officially,0.001
herbonestrcture,discharged,0.001
herbonestrcture,oh,0.001
herbonestrcture,dont,0.001
herbonestrcture,text,0.001
herbonestrcture,phones,0.001
herbonestrcture,dead,0.001
sarcasticluther,going,0.001
sarcasticluther,mates,0.001
sarcasticluther,wedding,0.001
sarcasticluther,mississippi,0.001
sarcasticluther,cant,0.001
sarcasticluther,<,0.001
sarcasticluther,great,0.001
sarcasticluther,yeah,0.001
sarcasticluther,bummer,0.001
sarcasticluther,hey,0.001
thanks,bb,0.001
thanks,twitter,0.001
thanks,app,0.001
thanks,suggestions,0.001
sarah,emilyy,0.001
sarah,<,0.001
sarah,bandits,0.001
jodieharsh,really,0.001
jodieharsh,want,0.001
jodieharsh,go,0.001
jodieharsh,one,0.001
jodieharsh,else,0.001
jodieharsh,know,0.001
jodieharsh,going,0.001
jodieharsh,obviously,0.001
jodieharsh,peasant,0.001
jodieharsh,quarters,0.001
jodieharsh,haha,0.001
lovelylondon,awesome,0.001
lovelylondon,<,0.001
lovelylondon,lol,0.001
lovelylondon,2,0.001
lovelylondon,sleep,0.001
lovelylondon,much,0.001
lovelylondon,school,0.001
lovelylondon,work,0.001
lovelylondon,tomorrow,0.001
lovelylondon,bleh,0.001
mileycyrus,600,0.001
mileycyrus,thousand,0.001
mileycyrus,followers,0.001
mileycyrus,6,0.001
mileycyrus,feel,0.001
sweetdanigirl,yea,0.001
sweetdanigirl,im,0.001
sweetdanigirl,still,0.001
sweetdanigirl,tossing,0.001
sweetdanigirl,idea,0.001
sweetdanigirl,around,0.001
sweetdanigirl,<,0.001
sweetdanigirl,theres,0.001
sweetdanigirl,real,0.001
sweetdanigirl,dj,0.001
sweetdanigirl,name,0.001
sweetdanigirl,people,0.001
sweetdanigirl,keep,0.001
sweetdanigirl,confusing,0.001
jennlaskey,palm,0.001
jennlaskey,springs,0.001
jennlaskey,<,0.001
jennlaskey,must,0.001
jennlaskey,missed,0.001
working,late,0.001
working,office,0.001
working,jammin,0.001
working,lady,0.001
working,gaga,0.001
mcrfash1,mcr,0.001
mcrfash1,fans,0.001
